label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,color,description
EMEA-DC-ONPREM-CABLE-00603,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/1,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00604,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/2,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00605,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/3,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00606,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/4,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00607,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/5,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00608,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/6,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00609,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/7,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00610,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/8,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00611,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/9,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00612,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/10,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00613,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/11,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00614,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/12,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00615,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/13,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-13,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00616,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/14,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-14,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00617,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/15,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-15,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00618,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/16,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-16,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00619,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/17,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-17,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00620,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/18,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-18,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00621,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/19,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-19,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00622,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/20,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-20,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00623,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/21,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-21,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00624,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/22,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-22,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00625,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/23,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-23,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00626,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/24,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-24,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00627,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/25,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-25,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00628,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/26,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-26,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00629,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/27,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-27,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00630,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/28,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-28,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00631,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/29,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-29,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00632,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/30,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-30,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00633,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/31,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-31,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00634,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/32,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-32,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00635,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/33,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-33,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00636,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/34,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-34,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00637,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/35,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-35,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00638,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/36,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-36,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00639,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/37,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-37,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00640,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/38,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-38,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00641,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/39,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-39,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00642,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/40,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-40,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00643,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/41,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-41,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00644,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/42,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-42,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00645,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/43,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-43,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00646,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/44,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-44,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00647,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/45,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-45,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00648,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/46,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-46,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00649,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/47,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-47,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00650,smf,connected,EMEA-DC-ONPREM-DIST-SW01,dcim.interface,Ethernet1/48,EMEA-DC-ONPREM-NET-R03-FPP01,dcim.frontport,Front-48,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW01 to front port
EMEA-DC-ONPREM-CABLE-00651,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/1,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00652,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/2,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00653,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/3,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00654,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/4,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00655,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/5,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00656,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/6,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00657,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/7,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00658,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/8,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00659,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/9,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00660,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/10,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00661,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/11,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00662,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/12,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00663,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/13,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-13,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00664,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/14,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-14,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00665,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/15,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-15,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00666,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/16,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-16,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00667,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/17,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-17,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00668,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/18,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-18,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00669,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/19,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-19,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00670,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/20,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-20,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00671,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/21,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-21,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00672,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/22,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-22,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00673,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/23,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-23,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00674,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/24,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-24,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00675,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/25,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-25,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00676,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/26,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-26,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00677,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/27,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-27,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00678,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/28,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-28,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00679,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/29,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-29,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00680,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/30,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-30,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00681,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/31,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-31,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00682,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/32,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-32,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00683,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/33,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-33,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00684,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/34,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-34,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00685,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/35,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-35,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00686,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/36,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-36,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00687,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/37,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-37,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00688,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/38,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-38,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00689,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/39,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-39,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00690,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/40,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-40,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00691,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/41,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-41,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00692,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/42,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-42,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00693,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/43,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-43,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00694,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/44,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-44,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00695,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/45,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-45,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00696,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/46,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-46,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00697,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/47,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-47,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
EMEA-DC-ONPREM-CABLE-00698,smf,connected,EMEA-DC-ONPREM-DIST-SW02,dcim.interface,Ethernet1/48,EMEA-DC-ONPREM-NET-R04-FPP01,dcim.frontport,Front-48,2,m,blue,Equipment cable: EMEA-DC-ONPREM-DIST-SW02 to front port
